PU1,PEOU1,TECH1,ORG1,ENV1,PU2,PEOU2,TECH2,ORG2,ENV2,PU3,PEOU3,TECH3,ORG3,ENV3,INT1,INT2,INT3,PERF1,CUST1,PERF2,CUST2,PERF3,CUST3,Age,Experience,Department,Gender,Random_Noise1,Random_Noise2,Unused_Category
3.4451365165774255,3.3225889174653704,4.154844262402876,4.482022537271756,2.8943910676209335,3.8727504669586783,3.0284593283588923,3.2235629645188935,3.603173326459051,2.6773977971500478,3.5834673665579757,2.880592413997558,4.0675012126899235,3.8901362183688737,3.0060218376789996,4.5192595998494705,3.9305065996523725,4.3777662016134355,2.804977457979024,3.436754392559319,2.463697686845451,3.0477783224121717,3.133702264370735,3.505532742741794,36.0,23.0,,Male,-0.007622682920572314,96.0,D
3.6238645672390195,4.2740759502265275,3.1166510704641186,2.948978637937063,,3.6843659071003096,5.0,3.302675160303737,3.6713416092168267,2.1136491008176272,3.984961543360849,5.0,3.6802312019555883,3.3642232870991484,2.6768743815083296,3.915134669292312,3.5010978037444707,3.5312244411164055,1.8907554686058836,3.3373012914558386,1.9339436686128535,2.6936298455903174,1.3548106072713448,2.9311092391526694,46.0,9.0,HR,Male,0.7588523422190551,29.0,C
3.3670266029071527,3.2214997036742927,3.0020243928153785,5.0,3.5111272559774447,3.0394464997652935,3.8128929323625433,3.1101765392888505,4.394977954525109,3.7943677719180084,3.384813162981013,4.042282726992938,4.169992695502664,5.0,3.064759071089645,3.520707374999643,3.901855177264858,3.5400332162770463,2.106206320805783,3.0543008003444485,1.890569541141013,2.5239803703601096,1.5558358773987073,2.839918146905316,47.0,,IT,Male,1.4441484702551783,65.0,C
4.913735729665869,4.105555867878617,3.310161945927105,3.4763392226561995,4.094988353570161,4.906291662668989,4.5305521057928075,4.0972943591180995,3.387855020298053,3.3801544482933314,4.676306675940946,4.387882740777963,3.9090590386900606,3.5542253299551256,3.9057814714812453,,4.073126201387509,4.132237582149639,2.8258510932667162,3.467621216630179,2.5773992349161645,3.3231817879448124,2.464846590893917,3.3117327504708403,26.0,25.0,HR,Male,0.975935573042961,65.0,C
3.3758460786109765,3.1403868341964856,3.910377640633281,4.436857242428415,4.4689093162381575,2.967152814610953,3.885668313704569,3.676866271886934,4.995046289902436,4.165137943542102,2.9380504198542305,3.279399710651507,3.7180841409655376,4.769090558110446,4.35309713165054,3.2596587024934345,3.3082016663818044,3.314261849199322,,1.984442274304558,2.01938690320276,1.7041475755142164,2.1158169461852596,1.3487271020436091,33.0,9.0,Sales,Female,-0.11903371294394315,11.0,B
3.639669576932956,3.751469115348109,2.46388630619093,5.0,3.205728920943937,4.618377546792536,2.6198620690992396,1.6684825499908071,4.39161265175327,3.851868416760442,4.4619960580529625,3.024847771605756,1.9222235208411846,4.648049002908932,2.983651528978927,4.18103388831278,,4.43158875837108,2.4357813978234537,2.4696835264296064,1.8657885431161874,2.2011529943000245,1.9797169398120762,1.9133579388359372,37.0,17.0,Sales,Female,0.2729122067543019,73.0,B
4.268731574749558,3.8580269660380053,3.378176540534386,4.089922356820503,3.1046885550472565,4.276703467468477,4.072403959609145,3.5423742159557627,3.2438004655604926,2.886284552817704,4.588082974444023,3.8798700803239066,2.8859643958607024,4.066029749516573,2.833982379426669,4.490320809220131,4.16733211833801,4.2310126770277945,2.1760004924645235,,1.8954972941548605,2.6829114228893824,2.375973928840687,3.16485447826595,,8.0,IT,Female,1.0203338247250668,14.0,D
4.346818088389662,3.8243877110374647,4.437472703306303,3.121015543748806,3.5112631288777587,4.076675642282229,3.5846063944632927,,,2.7603562980867595,3.632362387192422,4.037891512150172,4.608755547189292,3.9038183567667377,3.200011918770575,3.5415655622110354,4.458019720249808,3.4174894885857072,2.4881873564905046,2.2386782585296072,2.3702437841395274,1.9585846036657846,2.503168988722358,2.813743461297842,23.0,1.0,Customer Service,Female,0.23722156551706552,87.0,A
4.117908110406426,4.378664074995296,3.486933838283846,3.6191053740285235,2.5909559877698474,4.221497985920994,4.405854415081335,3.1497575226886187,4.588918304735163,3.4650929418094054,4.825790559803124,4.1248526585884235,3.3088327552103265,4.2543159564913005,4.236863129298291,3.822280614039795,4.234944459524198,3.703026656787273,1.6077980034144816,2.737452927836345,1.5830618368860154,2.452861702739483,1.118183733783571,2.7440845165516623,36.0,23.0,IT,Male,1.1524371192511478,98.0,C
3.5773931599906206,4.140458999567029,2.870630854254848,3.1970001481188577,4.499339562073143,,3.2846993575018453,2.948193822896492,3.3058496038749268,5.0,,3.441652879624331,3.785805995532151,3.7250369040797557,4.689515011999606,3.638595229214221,3.418217869251141,3.701179969223345,1.8244648673690431,,1.6348999862683165,1.556342665354847,1.8560883338395429,1.9498980523728546,42.0,22.0,Sales,Female,0.5482868922501336,92.0,D
,4.178916871318517,4.534795145689422,4.280072258993385,,4.98074501815862,3.862925151146268,4.886947255822712,4.381782695495583,3.4646598413874896,4.856721818208782,3.7808755581711697,4.058572492590384,4.853909183805667,3.618857403013811,4.339388143689005,3.742631027400158,3.555920751612585,2.7733690852902084,2.5547092738772794,2.494636735220111,2.6644363922573606,2.3175356820285886,2.7674485134740676,22.0,7.0,Operations,Male,2.354000609147515,20.0,B
4.414756408085692,3.7804470837478625,5.0,5.0,2.76274413545112,4.489619254627401,3.518001384898529,4.552476827191407,,3.234404096434138,4.65112222860188,3.6758531414120745,4.394572808558396,5.0,2.987039614810265,2.640443637727145,3.0041300513966527,3.4002117684540583,2.176174241172775,1.5610768879667956,2.6237035166469616,1.8297305624143894,2.477452389736072,1.1821756860650265,47.0,10.0,Operations,Male,-0.7183040386108577,7.0,A
4.385647199553391,4.345451540687591,4.271588196818521,3.579048777797081,3.1488740380840023,4.547284375966768,4.402880105984892,4.757165300098736,4.392306582249415,2.648615326145004,4.486937146676618,5.0,4.745948462164854,3.5241270867228947,2.849981441602202,3.7376394572932066,4.333641449501683,4.245788964050949,2.461845110612446,2.3004216279027974,2.6083636418657714,2.5291661558564877,2.8267450804031937,2.8170478205176233,40.0,29.0,Sales,Male,0.8928874589221091,36.0,D
3.9594683468844583,4.987698142398157,2.7057096467511292,,,,5.0,2.0783896282397585,3.9997833110855803,2.862043412896785,4.292337421505105,4.971159088299514,2.9486932449768646,3.86010560874988,2.8369263944115364,4.135227844735122,3.9496206952207316,3.664363573090775,2.749975286218323,1.4616875873904447,2.6485128915309764,2.260041455511109,2.3953353855676403,2.1151263027835348,51.0,29.0,IT,Female,-0.0841683956279119,58.0,B
3.6547991314747534,3.820277012427563,,3.5210226844228267,4.94805503820849,,3.325046174744968,3.5769181690152156,4.029996060000154,4.4226147985754105,3.6583159373081493,4.001615049193537,4.097559951925886,3.858809782310918,4.690435148313003,3.884616041416114,,4.3047099045541515,2.1528015221443098,2.082666299441595,1.993631098604702,2.028038699685419,2.512897347874765,2.0895661284309304,59.0,26.0,Sales,Female,-0.6719505861824597,34.0,C
5.0,3.367483653868242,3.65257775773685,3.5479619210242768,4.209059821114453,,3.979926750162281,3.765696194299924,3.154078522096456,3.176969310538613,5.0,3.7948623014989775,3.4054022049597243,3.117551002163057,3.935081665125676,5.0,5.0,4.515403138112342,3.6945871198166502,2.66843802449571,3.1357922748918505,3.1244528891245698,3.7400416592493464,,45.0,21.0,IT,Male,-0.5305014494686908,39.0,B
3.428974101326826,3.4513938797422536,3.2059920126548276,3.5495377941533,2.430580971962759,4.078528614037929,3.31714042436061,3.4924209331773266,3.3263167836374468,2.7763306030750297,,3.316040922561167,3.81761629543328,3.745480889237397,,3.7631190280545685,3.3186008619800362,3.76946194810959,1.7932184508046254,1.889356114055653,2.083865183737919,2.2143198148733325,2.475152508700771,,31.0,13.0,Customer Service,Male,0.014145954537195785,99.0,B
3.954857275955975,3.3589229483783387,4.202260383054445,4.25174006968991,,3.1843991739976794,4.399715208707237,3.8427490667036723,3.828455757283111,3.2591976882905715,4.273728737184744,4.252236058247841,,,2.6649052209427326,3.6228690685038307,3.468844745688101,3.890591721431261,2.1753547692045387,2.9881303808277284,1.979554396786839,2.8264799136024843,2.032120630400294,3.455071530693273,51.0,10.0,Customer Service,Male,-0.26626304649382776,37.0,C
2.828067370454896,3.5631840860710446,3.0145403768619072,4.918285416822497,2.6000648491592226,3.183042098889608,3.288568262567145,2.7977692392298765,4.642961774838402,,,3.264434329390175,2.4075818654224603,4.188192364969423,2.5268340302716057,2.9010279746014342,2.9574788636714175,3.037746922522884,2.078230572714257,1.5722849497052027,1.948125119963096,1.9362488369292339,1.9327963736614455,2.5206665825983223,36.0,27.0,Operations,Male,-0.1306009894265662,14.0,D
3.04540136765673,,3.693207757276875,3.30042015981292,3.4342226934025435,2.857690286942119,5.0,,3.573031119095934,3.3632638130989725,3.1194740827480536,,2.949428439753526,3.4730794534128084,3.0049056959830875,3.303489798507639,3.764218450032443,3.503483762990919,2.5130744863592716,2.12360641058122,2.6488661141370917,1.9939220974234149,2.922885364021383,1.7335819333847733,52.0,6.0,Sales,Female,-1.1356559097877965,52.0,C
3.923847362252782,4.558184630524582,3.309893105472624,4.811516271626264,3.8943298276175726,4.147965406762607,3.8512147606603926,,3.702149739502149,3.740958067209365,4.468513582408472,4.231822292660128,3.417876826919461,3.548590789025213,2.6837461553216833,4.420324328323445,4.699303660548087,4.357024667007287,2.6659752060915856,2.2007969778789187,3.054428812779704,2.734854071132943,3.1396578562785757,2.773097907221291,56.0,2.0,Operations,Male,,84.0,D
4.603602717224132,2.3811622157341303,2.960006890451786,,2.721668450957871,4.577775327509695,2.845834846103181,3.454326456144857,3.8975732285633486,3.3041178158771585,4.375614365152335,2.323543557503312,3.7583471954416465,3.876349824664026,3.7782438287273203,3.9341327950362595,4.365028735700356,4.7005533850585035,2.5475024033495344,2.0536466998744736,2.912050676463652,2.769519661512774,3.2284234865680745,2.910269055945929,45.0,3.0,HR,Male,-0.28833915950418737,90.0,B
4.043176509179863,3.88539906703391,4.836227221373129,3.7027999015223987,3.6066754715493055,3.9173414358221845,3.7352592536389335,4.072962708126324,4.46367767160937,4.085745514557458,3.979490208234693,3.8713678389783945,4.917844547174135,4.3116883021277665,4.981740218595093,4.1920482806867785,3.856138725025981,3.899383272068525,2.64150363915839,2.75088724703875,2.3774587225745054,2.3160174108414386,2.048002951974964,2.7715350385738082,32.0,24.0,HR,Female,1.8510386469480318,58.0,D
4.7539059990456485,4.347221044152196,3.386707517316415,3.6143453221401227,4.493051203236159,3.9238532837251876,4.316236663220485,3.9210873196031075,,4.411632934060165,3.9654230772094587,4.2612808706864636,3.7508257464612305,4.283689509621163,4.08267611809175,4.2764466180654255,4.044866882426209,4.271959003274778,2.8030595709213495,1.671579967476602,2.868983655436427,1.7028984445602455,2.88596184989127,1.5152918081053697,33.0,17.0,Operations,Male,-0.5750396466670517,34.0,D
3.019047015827437,3.0211658327027515,4.206136980300739,3.3287376389838736,3.3526428580119076,3.069870667835103,3.070092575384699,4.633531298189833,3.8162992784083034,3.626194971043402,3.1017009663035515,3.090261950322958,3.9087978054633883,,,,2.765601378028051,3.5095801421746002,1.5089651797948895,2.3404073021517737,1.5778027226681104,1.575086577206065,1.281318628418568,,34.0,23.0,Operations,Female,0.2526258911962517,22.0,B
3.8102782348970585,4.410378824213945,4.310855823801312,3.02165710612541,4.030294495456151,4.2300440332569345,4.6006208391480214,3.8230291824126317,3.112370629928484,,4.074199411927051,3.7133090878842863,3.5777900596055066,3.1709402201466688,4.055592806428717,3.654075907096119,4.067821202795492,3.718156260861941,2.21485646017137,2.2481348284363265,2.335545594375965,2.2791232874566223,2.5891394264366725,2.430486072689626,46.0,20.0,Sales,Female,-0.9007861245418035,87.0,D
4.3493564645091425,4.4664166188341525,3.9575924765309436,4.0337406118262376,2.3626565714884507,4.810868491705691,4.565514827176827,3.5134965868623462,4.256416543698955,2.3979807495190553,4.692118421690566,4.659783477382531,3.4046540601113087,3.693839645339517,2.326444018269862,3.9014229631664263,4.098310566116854,4.1041403346774565,1.6530375420469217,4.040580411460975,1.6373542673107686,4.0425047606237765,1.466635967977256,3.6524313973148397,54.0,24.0,HR,Female,-0.3407899363505429,88.0,A
3.648538694835082,3.347782359494447,2.4000710059920594,4.040220652875045,3.5248509645509043,4.073601397311961,2.617641950169798,3.80426150639433,,3.7623800292885794,3.923664943677522,3.056364343501727,3.9090679924108205,4.361105251691307,3.826608679488402,3.524102586187809,4.242421437155725,4.175312519524993,1.5452215238563947,2.802160959083135,1.735153243266111,2.764177269506577,1.1618036080935545,2.7504402961190193,44.0,5.0,IT,Male,-0.5815063690207619,91.0,B
4.953443063701134,3.302520423829339,5.0,3.913327999202145,2.980524033494628,4.8531999648686694,3.386990514733285,5.0,3.7364965272591824,3.3808038084494147,4.593911905522925,3.162605620744416,5.0,3.5874262012503397,,4.089835674928608,3.7504335734970606,3.8002797447474435,1.637276962614987,,1.345787559397641,2.037035482857025,1.3804255493374182,2.532796364751667,58.0,28.0,Sales,,0.29185259461963164,29.0,D
3.9285223867821175,3.8329064844075926,3.7556637438364686,3.339349245336756,3.877771528865694,4.575917369466905,4.164784703792216,4.401753164946444,3.586692591541585,3.682091013794178,4.294217693932896,3.726219344390222,4.085975987883957,3.9439127835753434,5.0,3.930396350913876,4.044383192029068,4.051130188752179,2.2431231981503834,2.8176236205589555,2.2916672313746114,3.7030819905955252,2.6400844352841832,3.1056398232503573,31.0,4.0,Sales,Male,-2.965635894820452,83.0,A
,3.144376073948061,3.3420767372235014,4.720820268535735,4.2223846832511125,3.092550334167641,3.3076157272536353,4.287135754846679,4.70304293983879,4.628738204828832,3.448868538193414,2.5286604159807156,3.593873494537,4.026074903311732,4.093164414175208,3.9252310210106884,4.447790227905636,4.1486493480164635,2.953470004232278,2.5919241899300554,3.556482008903509,2.505024538003859,2.8550257760952307,3.038812999352321,36.0,15.0,IT,Male,-0.9800396301463373,40.0,D
4.175224152158583,5.0,2.37610323935788,3.8354763304724564,3.361828484514298,4.106046691292458,4.545248742180795,3.0003135058918087,3.0727227977732023,3.7792891361347754,3.647944508957768,4.8946140296353775,3.0705869791316243,4.110967239682143,3.272070338834266,3.2010602468488356,3.091394385658675,3.6982137884006594,2.2028577329960677,2.1200195619382995,2.7218688807322358,1.4509074995189057,2.7614500350710482,1.6437529007899574,45.0,14.0,IT,Male,0.42482856181121526,7.0,C
3.6083284295369302,4.393432172223406,5.0,5.0,2.203897704605355,3.6929923517156227,4.05042539052085,4.913808894224013,4.68666658036806,3.001838257088041,3.4511913228209434,3.7818250383508514,5.0,5.0,3.076373335634926,4.198819954402269,3.6994520544356315,,2.632723080944056,2.4034258850975347,2.5961167230131537,2.850037005199235,2.114289010720937,2.64214333556545,27.0,20.0,Sales,Female,1.779871528567824,7.0,B
3.1252151110724067,4.493552295994815,4.359132041454442,3.285025244500538,3.0747485219569537,4.0639198338555715,4.383703489322971,3.9664641612114364,2.589418312192411,3.8007714723406245,2.7377954786400793,4.453770967892019,3.696987194446279,3.3218223467815404,3.541603707383808,3.693358084708369,3.401628253910417,4.255706547310353,2.8835156618717237,1.7396871294177143,2.6534778490938242,1.9394474016719605,2.9805347249054877,2.066004600467907,47.0,5.0,IT,Female,0.596380249424885,70.0,B
4.373543653034802,4.0199906784307196,4.316972135423156,3.7053152655794936,3.1395511759594728,3.891208718388592,4.1326552785709225,3.829979967028954,4.231691189677899,4.522080819275331,4.366500891624227,4.0371429604645055,4.062856300185761,4.879376120473803,3.7355836746699365,3.9984136275291284,4.214366132288957,4.410793099160904,1.9263236482602846,,2.158904604072521,1.6036344574895158,2.2788306178929436,1.5882738375498504,37.0,5.0,,Female,0.18753264155137653,,B
5.0,4.470554605518862,3.674041310025756,3.857678083358772,3.409406714216079,4.121981569149494,4.3487921277463455,2.7834848839526716,4.191230195501921,3.1803216103181655,4.636506138993266,4.518798726365542,3.393200418792502,4.429204246344057,3.444116376209343,,4.386380932104931,3.820437293673501,3.0456707813872708,2.564019679114508,3.5203718174177894,2.296900406077547,3.4974594944875728,2.0172628647237607,52.0,20.0,Operations,Female,0.13287347244540573,86.0,D
3.7464184441391524,4.3755528306904825,3.0197656699041695,3.781215346217786,5.0,3.9349391649812486,3.7449569601247434,3.2878947013733097,3.7263936564971782,4.959512130582037,4.1275366112260095,3.9543739364323605,3.6720711535007418,4.126032212458236,4.72348002692168,3.8185520584390567,4.015924884520732,4.222245040686123,2.6892532247919716,3.2697619108915204,2.502623641279638,2.4891444207364746,3.309474176704105,2.89647411167026,29.0,25.0,,Female,3.44743396098832,21.0,A
4.4645353769663085,3.912245297586534,3.6722154634465,3.431207738508853,3.9091965222217135,3.9623848087068216,4.145257394168403,3.8898522861082645,4.316285554344539,,3.9730893489655768,4.156677716418443,3.5603159460522504,4.773206821796886,4.619054073033593,4.005937033227681,4.597775556269474,3.767757470890131,1.7923684282393637,2.351243816808217,2.148983587012896,,2.005578124475992,3.132931308838944,36.0,15.0,Sales,Female,0.1385965374767628,14.0,D
4.619661283548091,3.4664796585999857,4.010134582974296,2.645711297232197,3.715895613093789,5.0,3.2836031105197128,3.8681386592583085,2.4999098123092414,3.9976106987437388,4.758118468975241,3.140219297867809,4.494318930113671,2.8735344917266827,3.442756825150918,3.109571104626447,3.789515550796843,3.420094274249607,2.0652796335241024,2.412294031864803,2.3095432502271334,2.525724241085575,2.3793732796446028,2.101723080109066,24.0,12.0,Operations,Male,-0.5273058605070091,,A
4.291489738801992,2.139590462924344,3.809142970045752,4.358084996121004,4.388007521603045,3.611582400524407,,3.0287305979804957,4.343555869853051,4.783495371945851,4.048605833915334,2.2911353978782696,3.9170242670215547,4.30367512714239,4.867760025953141,2.909357826651047,3.652054802213684,3.6323331209350305,3.1393376015776973,1.8512404685072228,,1.7317663414958653,2.942723629420894,2.4597755736557634,40.0,2.0,Customer Service,Female,0.8788519441245792,64.0,A
4.232914368748019,3.002214472688431,2.079529789009348,3.0874433352964243,4.210117307061289,4.000157541220891,3.319480151501045,2.5532967157134907,4.028146362780711,4.635246211458844,3.8801473009976633,3.221450707787791,1.892530724204213,3.3773488235596414,4.81820416140482,3.670584314728233,3.4957952346435315,3.7455660610139168,1.5754470071225912,1.9787824183701173,2.1293017182154026,2.103451872593657,1.8152828064331594,2.041497806120251,47.0,19.0,HR,Female,0.15289463454013236,36.0,D
3.9727372202409903,3.0903654047880007,4.666900885044175,3.1685618165377787,3.428874838955169,3.617674880082818,3.7044979397471236,4.501475351112833,3.4073652797212763,4.455578308774113,,3.264242078500545,,2.9746415702805455,3.6975202333088153,4.263047998181348,3.7206818905227723,,1.8175193351858325,2.154945485126082,2.512179255457427,2.1159306621302476,2.538818644995642,2.3896462696284244,46.0,5.0,Customer Service,Female,0.7528460034275222,55.0,A
4.091752042487706,4.192314046111613,4.291805700041701,3.2142564086039935,3.1659880276833086,4.549001207020471,4.289060934848927,3.3303506966732046,3.2642802334545356,3.2347124062571138,3.6975776445282094,3.944327859472024,4.205128856807687,4.60630869051988,2.9315353360350804,4.184120924655901,3.6307211610357006,,3.0653959595095808,3.2078126438004766,2.0835820098385636,3.0447498977504304,2.7540888408396067,3.0674740376113347,42.0,4.0,Sales,Female,-0.7622924134270103,60.0,
4.419414845740681,3.1178157853569726,3.868560759018055,3.0231573709730313,4.015388448526828,4.550212398448978,2.905659600430684,3.8620458153409554,2.8391759440040816,3.7755420136230544,3.9986852952872596,3.027391269440769,3.935965146069411,2.9811757401200105,4.758379832693878,3.9104322379848924,3.5053670793358127,3.3546400743401996,1.545635055057564,2.1338745598201587,1.144312236703061,1.7205710522892175,1.6205768192820678,,32.0,21.0,Sales,Female,-1.0230491791996572,61.0,D
3.813286998658502,4.374993573541158,5.0,4.5523264520915125,3.7067876792690773,3.723228547729811,4.634096434189363,5.0,4.3945968833972175,3.9335029497960687,3.7501917593792697,4.092052150351872,4.570546935714787,3.882215573256352,,4.425149955313666,4.421166617889741,4.9975317863700415,,2.4178000432580267,2.702812006569523,2.3621330257817292,3.5794012870002603,2.7613780032980006,44.0,9.0,HR,Male,0.5140698511180937,66.0,A
4.81186625899692,3.5729362467535246,4.484007479907214,3.026168115170893,3.6373528842779006,4.92111078712786,2.745056925556362,4.811940423226315,2.5588573012617695,4.057269655289268,4.847639245328436,3.7774112236935258,4.488538903078012,,4.283281674237299,4.240729776322123,4.8095045954525295,4.253338473451959,2.2286912794943308,3.2966661046995562,2.4037291147143725,3.7623784870321275,2.383674173379387,3.791509493655147,54.0,5.0,Operations,Female,0.0056560057825114736,74.0,B
4.2093304853162925,4.3419064151855755,2.627294681794634,2.7873965986985785,2.5541254062259133,3.9322544011209186,2.960591620642209,2.8301928047051104,2.7556175630005426,2.9738637049797045,4.034786578342586,3.7403752053072568,2.848247430284917,3.2837575025850105,2.839288547437982,4.073747784373733,3.9753359630762364,3.77566416734782,2.22006538976647,2.462309935405536,,2.5073980208310838,2.212091326230413,2.6122913554168834,,11.0,,Male,-0.5028909226327741,79.0,C
3.480881705606438,3.9336963157774845,4.064032000072601,3.1224985461143677,4.1656157164531775,3.7713611863076,4.55372535894213,2.7922037509627584,2.970093091142818,4.235688307364843,4.171399518453133,4.069104890793103,2.7025837262217483,2.998576306016072,3.76453736893606,4.298961613865082,3.697647927158142,3.5292182550324673,3.251707231226318,3.225150373771797,2.508626068958244,2.9763718837138855,2.786867490050262,3.018851992667447,27.0,9.0,Sales,Female,1.1252972448219887,95.0,B
3.977404150359799,4.25046274832657,4.201360053745718,2.9972084980839684,3.8293718099954415,3.987495318484002,4.2909570901767955,4.444501599484561,3.81200945273281,4.186809781167281,4.020383974090485,,4.469828800996318,3.2913900113031924,4.333023790099774,4.287804025887577,4.277446845216913,4.364100671292437,2.3174734623351703,1.890646591523372,3.089756023312726,1.1848953494809484,,2.231554295083367,49.0,28.0,Operations,Female,-2.644605647542027,35.0,D
4.81024255701764,3.9491557601921996,3.130666819336825,1.8462017359431186,4.225745379150485,5.0,3.3755213905357664,2.4739548978130474,2.546247876597691,3.9982193250948748,5.0,3.868065605692548,3.1160686118716394,2.770684441710246,4.408240579354224,4.086809642094133,4.046821787266923,4.4272786097205445,2.651708950148721,2.4535578161145906,2.06847886469031,2.2450938205732704,2.530024357403468,1.9596401825099077,39.0,12.0,Operations,Male,-0.04785241971441604,24.0,C
3.7041377610297763,3.94730383456984,4.180366173182426,4.863175464103057,3.199025846255577,3.560550753111453,3.9015762656799815,3.5798975125558035,4.473448103888083,3.612860080862278,3.6389044390064016,4.089939189666336,3.2860604460124354,4.501169617174861,3.940899628398182,3.7232152004714836,3.862357084472076,4.152712000750471,3.04495005050414,2.914913434442809,2.5272485760348617,3.362337603698732,2.482540856103445,2.9727547917422976,39.0,28.0,IT,Female,-0.6871016008607236,43.0,B
3.4987538734364065,2.473849566101292,4.500189821538786,3.249876196609875,3.7536914164244486,3.7841122953115516,2.266636546836823,3.9732814222370942,3.8201731903135334,3.3664075812767678,3.415420284310432,3.1614154178848377,4.1837791073309925,4.188456463324338,3.374493502247973,2.75341340128915,2.9602515317232903,3.488207459139994,1.8434479470295577,1.5925579116274797,,,1.6968473693603359,1.8994514899778836,56.0,8.0,IT,Female,-0.35114805311934755,72.0,D
3.6098292424104055,3.617441456539234,3.6245250134872804,4.660200113367572,4.040688942971634,3.625510584791844,3.3995110803284416,4.251229267176134,4.084628968957808,3.9442507480845252,4.114866935972058,3.369901725204877,3.430493456826174,3.6727026707078045,4.159725839941339,4.703795728415526,4.69090086108903,3.640163928627798,2.229596390869549,3.22177954413238,2.8206707161385776,2.8562423013411844,2.311438891380725,2.9244269496188244,24.0,25.0,IT,,-0.6688368709554322,47.0,D
3.0699933011717384,3.9941458254597877,5.0,4.21242415041607,1.3419715408627328,3.543926969627016,3.5424485083779613,4.295597731279352,4.414063137053526,2.0996290946231104,2.818062763733028,4.117102873900349,4.144468183662912,4.501708272600385,1.2400729767673222,3.6831897314735014,3.6459883943499287,3.7991410991117003,2.7937103943649864,2.7145571172451346,2.516155128995036,3.0859765291998484,2.3674540475375885,3.014120100391594,42.0,26.0,Customer Service,Female,-0.7900317579418451,29.0,C
4.247167659420062,4.907206708217744,5.0,4.471084359927433,4.002389450637622,4.730535452196626,5.0,4.451787908591571,4.0530184337424044,2.7062199883431157,4.561881332703941,5.0,5.0,3.8725533146484756,3.23738795646405,4.606114720096351,4.531744399398193,4.493731390093589,2.692455373193149,2.424933838177932,2.60761288573374,3.1839038087898093,3.3488414758083938,2.5959958023524474,57.0,5.0,Operations,Female,1.121385923602654,68.0,A
3.368028665461197,3.3930078822850422,3.2157110858646933,2.9317896460276147,5.0,3.5079522539186128,4.136653121713048,2.7918278633563625,2.9795078774038153,4.967069646107953,3.560366051027346,4.5638752598357115,3.547719676326851,3.901067225212553,4.930088188250363,4.075868554486471,,4.162907237316977,2.4873524198367702,1.961960085245884,2.7481187069536257,2.164788562909134,3.074377452490692,2.7908563637477126,50.0,15.0,HR,Male,,0.0,B
4.572275523987115,3.558953134411652,3.4462208534864534,3.7013456527877477,4.88116138386007,3.748739932446363,3.2685771472344967,3.08632963160787,3.395718389675556,5.0,3.622234610849323,3.486584900219268,3.0575708990494155,3.4299562970370796,4.187761280002282,2.6938590758681284,2.9497894897498127,3.4040496194851735,1.6967461700466986,1.3525474208372743,2.156367735696003,1.6306494075097508,1.0,1.5798540230556843,45.0,15.0,Operations,Male,1.4920430129661788,69.0,A
3.895706168090597,4.9990249021179824,2.74133451281327,4.120549506534039,4.996795796135799,4.0517816827912085,4.5521128978185175,3.1281769295267976,3.8455149568547236,4.811899982820832,3.6077901878220393,4.389233115291412,2.2788121938167687,4.800579426639941,5.0,3.1776870731784403,3.5513958788716544,3.3725862446653876,1.454957549512075,1.579501463651463,1.3012098188275416,1.9187799566151105,1.1439320224286404,1.8448093262236223,32.0,17.0,IT,Female,-0.252893041520857,52.0,C
3.289302897899443,3.340648364519061,4.097929765605596,4.031830859719644,3.4083000365538196,3.049835648744847,3.4095080204622894,3.7011826628138444,3.978832953254593,3.490357757340097,3.355746728293683,3.0319204072377786,4.187805987402856,4.326657224267443,3.475896426569186,3.371997911828488,3.426569764337862,3.5005035796510233,1.6273739917592898,2.7424593338210324,1.5493536394223217,2.5245965060774016,2.232482055019019,2.5866787875555177,,1.0,Sales,Female,-0.5615719012266616,10.0,C
4.7537138552158416,2.4045851182590856,3.476750719669802,4.8760250392931495,3.312372011340004,4.722152534346055,2.706069729853019,3.789062373743744,4.428041976608723,2.945731505901108,4.6424082325224205,2.7752641420773814,3.7903286349602023,4.670644025723034,3.1356551970547204,3.6008879582852464,3.7595253156693835,,2.099810228113303,1.2609322921894375,1.913811076849811,2.4864572341792592,1.8454140815999225,1.954581203352304,29.0,,,Female,-0.1835921430824957,5.0,A
3.8991755544078464,4.455540537363954,4.925873122451071,4.569209696206774,3.9190000217916188,4.877816366681501,4.278292477017773,3.702078353910929,4.186007637564764,4.207005839978982,,4.627830712487092,4.590186982668789,4.192372104819338,4.074014770771796,4.181413543942787,4.168152315265061,,3.7007327668795282,3.4184316025321317,2.893766405438008,2.723843349868847,2.3481102729636887,3.1461644852840553,59.0,13.0,Operations,Female,-0.4628170708516921,6.0,B
4.015306996768058,4.74553695971677,5.0,2.8546082512952227,1.6440780722306783,4.153319122179245,4.327883861151579,4.630807037312192,3.7600134876144913,1.843243177679501,4.202222818924556,4.0122478074317165,4.673433744235094,4.221972553925222,2.608339365533132,4.4326338091856385,3.801516560615087,4.4911524198467125,2.4107024884722845,3.0373206619285438,2.252171011568506,2.7509747655769745,2.5983305187021637,3.058216380608222,48.0,13.0,Sales,Female,0.04624936265651789,77.0,D
